id,clean_en,noisy_en,noise_type,corrected_en
lu_0768,phonetic,phonetic,ueb_g2_decode,phonetic
lu_0769,pioneer,pione},ueb_g2_decode,pione}
lu_0770,poisoned,poison$,ueb_g2_decode,poison$
lu_0771,Rhône,Rh~%one,ueb_g2_decode,Rh~%one
lu_0772,Rooney,Rooney,ueb_g2_decode,Rooney
lu_0773,sooner,soon},ueb_g2_decode,soon}
lu_0774,stoned,/on$,ueb_g2_decode,/on$
lu_0775,blithesome,"bli!""s",ueb_g2_decode,"bli!""s"
lu_0776,chromosome,"*romo""s",ueb_g2_decode,"*romo""s"
lu_0777,fearsome,"fe>""s",ueb_g2_decode,"fe>""s"
lu_0778,handsome,"h&""s",ueb_g2_decode,"h&""s"
lu_0779,handsomer,"h&""sr",ueb_g2_decode,"h&""sr"
lu_0780,lonesomest,"l""o""s/",ueb_g2_decode,"l""o""s/"
lu_0781,somebody,"""sbody",ueb_g2_decode,"""sbody"
lu_0782,somesuch,"""ss*",ueb_g2_decode,"""ss*"
lu_0783,somewhere,"""s"":",ueb_g2_decode,"""s"":"
lu_0784,twosome,"two""s",ueb_g2_decode,"two""s"
lu_0785,blossomed (blossom),"blossom$ ""<blossom"">",ueb_g2_decode,"blossom$ ""<blossom"">"
lu_0786,gasometer,gasomet},ueb_g2_decode,gasomet}
lu_0787,isometric,isometric,ueb_g2_decode,isometric
lu_0788,ransomed (ransom),"ransom$ ""<ransom"">",ueb_g2_decode,"ransom$ ""<ransom"">"
lu_0789,somersault,som}sault,ueb_g2_decode,som}sault
lu_0790,Somerset,Som}set,ueb_g2_decode,Som}set
lu_0791,daytime,"""d""t",ueb_g2_decode,"""d""t"
lu_0792,maritime,"m>i""t",ueb_g2_decode,"m>i""t"
lu_0793,mistimed,"mis""td",ueb_g2_decode,"mis""td"
lu_0794,pastime,"pas""t",ueb_g2_decode,"pas""t"
lu_0795,sometimes,"""s""ts",ueb_g2_decode,"""s""ts"
lu_0796,springtime,"spr+""t",ueb_g2_decode,"spr+""t"
lu_0797,timeously,"""t|sly",ueb_g2_decode,"""t|sly"
lu_0798,Timex,",""tx",ueb_g2_decode,",""tx"
lu_0799,untimely,"un""tly",ueb_g2_decode,"un""tly"
lu_0800,altimeter,altimet},ueb_g2_decode,altimet}
lu_0801,centime,c5time,ueb_g2_decode,c5time
lu_0802,centimeter,c5timet},ueb_g2_decode,c5timet}
lu_0803,Mortimer,Mortim},ueb_g2_decode,Mortim}
lu_0804,multimedia,multim$ia,ueb_g2_decode,multim$ia
lu_0805,sentiment,s5ti;t,ueb_g2_decode,s5ti;t
lu_0806,blunder,"bl""u",ueb_g2_decode,"bl""u"
lu_0807,misunderstand,"mis""u/&",ueb_g2_decode,"mis""u/&"
lu_0808,thundered,"?""u$",ueb_g2_decode,"?""u$"
lu_0809,undergo,"""ugo",ueb_g2_decode,"""ugo"
lu_0810,underpaid,"""upd",ueb_g2_decode,"""upd"
lu_0811,Wunderhorn,"W""uhorn",ueb_g2_decode,"W""uhorn"
lu_0812,flounder,fl.d},ueb_g2_decode,fl.d}
lu_0813,laundering,laund}+,ueb_g2_decode,laund}+
lu_0814,Saunders,Saund}s,ueb_g2_decode,Saund}s
lu_0815,underived,und}iv$,ueb_g2_decode,und}iv$
lu_0816,underogatory,und}ogatory,ueb_g2_decode,und}ogatory
lu_0817,amount,am.t,ueb_g2_decode,am.t
lu_0818,baroness,b>o;s,ueb_g2_decode,b>o;s
lu_0819,bastion,bas;n,ueb_g2_decode,bas;n
lu_0820,blessing,b.s+,ueb_g2_decode,b.s+
lu_0821,business,busi;s,ueb_g2_decode,busi;s
lu_0822,cancel,c.el,ueb_g2_decode,c.el
lu_0823,carefully,c>e;lly,ueb_g2_decode,c>e;lly
lu_0824,cement,ce;t,ueb_g2_decode,ce;t
lu_0825,cheerful,*e};l,ueb_g2_decode,*e};l
lu_0826,chockfull,*ock;ll,ueb_g2_decode,*ock;ll
lu_0827,circuity,circu;y,ueb_g2_decode,circu;y
lu_0828,commencement,comm;e;t,ueb_g2_decode,comm;e;t
lu_0829,comment,com;t,ueb_g2_decode,com;t
lu_0830,confusion,3fu.n,ueb_g2_decode,3fu.n
lu_0831,country,c.try,ueb_g2_decode,c.try
lu_0832,county,c.ty,ueb_g2_decode,c.ty
lu_0833,creation,cr1;n,ueb_g2_decode,cr1;n
lu_0834,dancer,d.er,ueb_g2_decode,d.er
lu_0835,deity,de;y,ueb_g2_decode,de;y
lu_0836,Du Plessis,Du P.sis,ueb_g2_decode,Du P.sis
lu_0837,experienced,exp}i;ed,ueb_g2_decode,exp}i;ed
lu_0838,expressionless,expres.n.s,ueb_g2_decode,expres.n.s
lu_0839,extramental,extra;tal,ueb_g2_decode,extra;tal
lu_0840,fences,f;es,ueb_g2_decode,f;es
lu_0841,finesse,fi;se,ueb_g2_decode,fi;se
lu_0842,found,f.d,ueb_g2_decode,f.d
lu_0843,fractional,frac;nal,ueb_g2_decode,frac;nal
lu_0844,Frances,Fr.es,ueb_g2_decode,Fr.es
lu_0845,governess,gov};s,ueb_g2_decode,gov};s
lu_0846,Guinness,Gu9;s,ueb_g2_decode,Gu9;s
lu_0847,incongruous,9c;gru|s,ueb_g2_decode,9c;gru|s
lu_0848,influenceable,9flu;eable,ueb_g2_decode,9flu;eable
lu_0849,lioness,lio;s,ueb_g2_decode,lio;s
lu_0850,longevity,l;gev;y,ueb_g2_decode,l;gev;y
lu_0851,memento,me;to,ueb_g2_decode,me;to
lu_0852,mongoose,m;goose,ueb_g2_decode,m;goose
lu_0853,mountain,m.ta9,ueb_g2_decode,m.ta9
lu_0854,noblesse,nob.se,ueb_g2_decode,nob.se
lu_0855,persuasion,p}sua.n,ueb_g2_decode,p}sua.n
lu_0856,pity,p;y,ueb_g2_decode,p;y
lu_0857,pongee,p;gee,ueb_g2_decode,p;gee
lu_0858,prong,pr;g,ueb_g2_decode,pr;g
lu_0859,rationally,ra;nally,ueb_g2_decode,ra;nally
lu_0860,rotation,rota;n,ueb_g2_decode,rota;n
lu_0861,Rountree,R.tree,ueb_g2_decode,R.tree
lu_0862,séance,s~/e.e,ueb_g2_decode,s~/e.e
lu_0863,silenced,sil;ed,ueb_g2_decode,sil;ed
lu_0864,sinfulness,s9;l;s,ueb_g2_decode,s9;l;s
lu_0865,Spencer,Sp;er,ueb_g2_decode,Sp;er
lu_0866,sponge,sp;ge,ueb_g2_decode,sp;ge
lu_0867,sound,s.d,ueb_g2_decode,s.d
lu_0868,sublessee,sub.see,ueb_g2_decode,sub.see
lu_0869,Tennessee,T5;see,ueb_g2_decode,T5;see
lu_0870,thence,?;e,ueb_g2_decode,?;e
lu_0871,tongue,t;gue,ueb_g2_decode,t;gue
lu_0872,unfulfilled,un;lfill$,ueb_g2_decode,un;lfill$
lu_0873,unless,un.s,ueb_g2_decode,un.s
lu_0874,unlessoned,un.son$,ueb_g2_decode,un.son$
lu_0875,Wenceslaus,W;eslaus,ueb_g2_decode,W;eslaus
lu_0876,wounded,w.d$,ueb_g2_decode,w.d$
lu_0877,ancestor,ance/or,ueb_g2_decode,ance/or
lu_0878,channel-less,*annel-less,ueb_g2_decode,*annel-less
lu_0879,congruous,3gru|s,ueb_g2_decode,3gru|s
lu_0880,electroencephalogram,electro5cephalogram,ueb_g2_decode,electro5cephalogram
lu_0881,encephalitis,5cephalitis,ueb_g2_decode,5cephalitis
lu_0882,fiancé,fianc~/e,ueb_g2_decode,fianc~/e
lu_0883,inessential,9ess5tial,ueb_g2_decode,9ess5tial
lu_0884,lessee,lessee,ueb_g2_decode,lessee
lu_0885,moongod,moongod,ueb_g2_decode,moongod
lu_0886,nongaseous,nongase|s,ueb_g2_decode,nongase|s
lu_0887,one-ness,"""o-ness",ueb_g2_decode,"""o-ness"
lu_0888,'ound,'|nd,ueb_g2_decode,'|nd
lu_0889,pityard,pity>d,ueb_g2_decode,pity>d
lu_0890,AttenTION!,"Att5,Tion6",ueb_g2_decode,"Att5,Tion6"
lu_0891,AWful,",Aw,'ful",ueb_g2_decode,",Aw,'ful"
lu_0892,ExperiMental,Exp}iM5tal,ueb_g2_decode,Exp}iM5tal
lu_0893,MyAncestor,MyAnce/or,ueb_g2_decode,MyAnce/or
lu_0894,around,>.d,ueb_g2_decode,>.d
lu_0895,ARound,",,>,'|nd",ueb_g2_decode,",,>,'|nd"
lu_0896,AROUND,",,>.d",ueb_g2_decode,",,>.d"
lu_0897,WE GO AROUND,",,We g >.d,'",ueb_g2_decode,",,We g >.d,'"
lu_0898,WE GO ARound,",We ,G ,,>,'|nd",ueb_g2_decode,",We ,G ,,>,'|nd"
lu_0899,WE GO AROund,",We ,G ,,>o,'und",ueb_g2_decode,",We ,G ,,>o,'und"
lu_0900,dAnce,dAnce,ueb_g2_decode,dAnce
lu_0901,PASSion,",Pass,'ion",ueb_g2_decode,",Pass,'ion"
lu_0902,PayLESS,"Pay,Less",ueb_g2_decode,"Pay,Less"
lu_0903,PaylESS,"Payl,Ess",ueb_g2_decode,"Payl,Ess"
lu_0904,MOunt,",Mo,'unt",ueb_g2_decode,",Mo,'unt"
lu_0905,OffEnce,",(f,5ce",ueb_g2_decode,",(f,5ce"
lu_0906,AlOnG,AlOnG,ueb_g2_decode,AlOnG
lu_0907,Nesscafe,Nesscafe,ueb_g2_decode,Nesscafe
lu_0908,RefIty,RefIty,ueb_g2_decode,RefIty
lu_0909,getFullName,"getFull,""n",ueb_g2_decode,"getFull,""n"
lu_0910,chieftainess,*iefta9ess,ueb_g2_decode,*iefta9ess
lu_0911,citizeness,citiz5ess,ueb_g2_decode,citiz5ess
lu_0912,heatheness,h1!ness,ueb_g2_decode,h1!ness
lu_0913,You should receive your letter tomorrow afternoon.,Y %d rcv yr lr tm afn4,ueb_g2_decode,Y %d rcv yr lr tm afn4
lu_0914,an about-face from the quick-witted go-between,an ab-face f ! qk-witt$ g-2t,ueb_g2_decode,an ab-face f ! qk-witt$ g-2t
lu_0915,"""Good-bye, Miss Little-Smythe!""",8Gd-bye1 Miss Ll-Smy!60,ueb_g2_decode,8Gd-bye1 Miss Ll-Smy!60
lu_0916,(braille–first writing system for blind people),"""<brl,-f/ writ+ sy/em = bl p"">",ueb_g2_decode,"""<brl,-f/ writ+ sy/em = bl p"">"
lu_0917,to-night,to-ni<t,ueb_g2_decode,to-ni<t
lu_0918,above/below,above_/bel{,ueb_g2_decode,above_/bel{
lu_0919,PRINT/BRAILLE,",Pr9t_/,Braille",ueb_g2_decode,",Pr9t_/,Braille"
lu_0920,friend@rogers.com,fri5d`arog}s4com,ueb_g2_decode,fri5d`arog}s4com
lu_0921,www.living.beyond.myself.org,www4liv+4beyond4myself4org,ueb_g2_decode,www4liv+4beyond4myself4org
lu_0922,aboveground,abvgr.d,ueb_g2_decode,abvgr.d
lu_0923,belowdecks,2ldecks,ueb_g2_decode,2ldecks
lu_0924,Friendly Islands,Frly Isl&s,ueb_g2_decode,Frly Isl&s
lu_0925,godchildren,god*n,ueb_g2_decode,god*n
lu_0926,goodafternoon,gdafn,ueb_g2_decode,gdafn
lu_0927,hereabouts,"""habs",ueb_g2_decode,"""habs"
lu_0928,lettermen,lrm5,ueb_g2_decode,lrm5
lu_0929,Quicker Delivery,Qk} Deliv}y,ueb_g2_decode,Qk} Deliv}y
lu_0930,repaid,repd,ueb_g2_decode,repd
lu_0931,suchlike,s*like,ueb_g2_decode,s*like
lu_0932,Our boyfriends mustn't miss tomorrow's afterdinner speaker!,",|r boyfrs m/n't miss tm's afd9n} sp1k}6",ueb_g2_decode,",|r boyfrs m/n't miss tm's afd9n} sp1k}6"
lu_0933,Mr Letterman could've quickly rebrailled the Aftercare Newsletter.,Mr Lrman cd've qkly rebrld ! Afc>e Newslr4,ueb_g2_decode,Mr Lrman cd've qkly rebrld ! Afc>e Newslr4
lu_0934,I am brailling the newsletters' headlines.,I am braill+ ! newslrs' h1dl9es4,ueb_g2_decode,I am braill+ ! newslrs' h1dl9es4
lu_0935,friend(s),"fri5d""<s"">",ueb_g2_decode,"fri5d""<s"">"
lu_0936,print/braille,pr9t_/braille,ueb_g2_decode,pr9t_/braille
lu_0937,www.afterschool.gov,www4aft}s*ool4gov,ueb_g2_decode,www4aft}s*ool4gov
lu_0938,aftereffect,aft}e6ect,ueb_g2_decode,aft}e6ect
lu_0939,afterimage,aft}image,ueb_g2_decode,aft}image
lu_0940,blinded,bl9d$,ueb_g2_decode,bl9d$
lu_0941,blinding,bl9d+,ueb_g2_decode,bl9d+
lu_0942,befriended,2fri5d$,ueb_g2_decode,2fri5d$
lu_0943,friendy,fri5dy,ueb_g2_decode,fri5dy
lu_0944,abouts,ab|ts,ueb_g2_decode,ab|ts
lu_0945,acrosses,acrosses,ueb_g2_decode,acrosses
lu_0946,againe,aga9e,ueb_g2_decode,aga9e
lu_0947,almosts,almo/s,ueb_g2_decode,almo/s
lu_0948,hims,hims,ueb_g2_decode,hims
lu_0949,hereinbefore,"""h9be=e",ueb_g2_decode,"""h9be=e"
lu_0950,hereinbelow,"""h9bel{",ueb_g2_decode,"""h9bel{"
lu_0951,inbetween,9betwe5,ueb_g2_decode,9betwe5
lu_0952,misconceived,misconceiv$,ueb_g2_decode,misconceiv$
lu_0953,"""couldx""",8c|ldx0,ueb_g2_decode,8c|ldx0
lu_0954,Himalayas,Himalayas,ueb_g2_decode,Himalayas
lu_0955,Suchet,Su*et,ueb_g2_decode,Su*et
lu_0956,Yourcenar,Y|rc5>,ueb_g2_decode,Y|rc5>
lu_0957,Braillette board,Brltte bo>d,ueb_g2_decode,Brltte bo>d
lu_0958,"Marcillat-en-Combraille, France",M>cillat-en-Combrl1 Fr.e,ueb_g2_decode,M>cillat-en-Combrl1 Fr.e
lu_0959,Greatford Hall,Grt=d Hall,ueb_g2_decode,Grt=d Hall
lu_0960,greatgreatgreatgrandchildren,grtgrtgrtgr&*n,ueb_g2_decode,grtgrtgrtgr&*n
lu_0961,Greatorex,Grtorex,ueb_g2_decode,Grtorex
lu_0962,Blindcraft,Blcraft,ueb_g2_decode,Blcraft
lu_0963,Blindheim,Blheim,ueb_g2_decode,Blheim
lu_0964,Firstbank,F/bank,ueb_g2_decode,F/bank
lu_0965,Firstchoice,F/*oice,ueb_g2_decode,F/*oice
lu_0966,"""goodz""",8gdz0,ueb_g2_decode,8gdz0
lu_0967,Mr Feelgreat from Goodge Street,"Mr Feelgrt f Gdge ,/reet",ueb_g2_decode,"Mr Feelgrt f Gdge ,/reet"
lu_0968,Ms Letterkenny's Littleport home.,Ms Lrk5ny's Llport home4,ueb_g2_decode,Ms Lrk5ny's Llport home4
lu_0969,"Quicksburg, Virginia",Qksburg1 Virg9ia,ueb_g2_decode,Qksburg1 Virg9ia
lu_0970,Blindoc,Bl9doc,ueb_g2_decode,Bl9doc
lu_0971,www.braillex.com,www4braillex4com,ueb_g2_decode,www4braillex4com
lu_0972,Firstamerica,Fir/am}ica,ueb_g2_decode,Fir/am}ica
lu_0973,Goodacre,Goodacre,ueb_g2_decode,Goodacre
lu_0974,Littlearm,Little>m,ueb_g2_decode,Little>m
lu_0975,Letterewe Estate,Lett}ewe E/ate,ueb_g2_decode,Lett}ewe E/ate
lu_0976,Mr Linkletter of Portlittle,Mr L9klett} ( Portlittle,ueb_g2_decode,Mr L9klett} ( Portlittle
lu_0977,Bisquick Pancake Mix,Bisquick Pancake Mix,ueb_g2_decode,Bisquick Pancake Mix
lu_0978,Ted Makegood of Goodena,T$ Makegood ( Good5a,ueb_g2_decode,T$ Makegood ( Good5a
lu_0979,Herf gun,Herf gun,ueb_g2_decode,Herf gun
lu_0980,"""mst"" files",8mst0 files,ueb_g2_decode,8mst0 files
lu_0981,www.sch.edu.au,www4s*4$u4au,ueb_g2_decode,www4s*4$u4au
lu_0982,ab initio,;ab 9itio,ueb_g2_decode,;ab 9itio
lu_0983,et al–,"et ;al,-",ueb_g2_decode,"et ;al,-"
lu_0984,Al-Azar,;Al-Az>,ueb_g2_decode,;Al-Az>
lu_0985,Alt.: 3000 ft.,;Alt43 3000 ft4,ueb_g2_decode,;Alt43 3000 ft4
lu_0986,"""Hm, would Al like this CD?""","8;Hm1 wd ;Al l ? ;,Cd80",ueb_g2_decode,"8;Hm1 wd ;Al l ? ;,Cd80"
lu_0987,Grtsamada,;Grtsamada,ueb_g2_decode,;Grtsamada
lu_0988,BLCUP,";,Blcup",ueb_g2_decode,";,Blcup"
lu_0989,"spelled ""ei"" or ""ie""?",spell$ 8;ei0 or 8ie08,ueb_g2_decode,spell$ 8;ei0 or 8ie08
lu_0990,gd lnch. TM sd yu shd meet me b4 yr mtg 2 read lr. wl b qk. l8r.,";gd ln*4 ;,Tm ;sd yu shd meet me b4 ;yr mtg 2 r1d ;lr4 wl ;b ;qk4 l8r4",ueb_g2_decode,";gd ln*4 ;,Tm ;sd yu shd meet me b4 ;yr mtg 2 r1d ;lr4 wl ;b ;qk4 l8r4"
lu_0991,advanced,adv.ed,ueb_g2_decode,adv.ed
lu_0992,aright,"a""r",ueb_g2_decode,"a""r"
lu_0993,bastion,bas;n,ueb_g2_decode,bas;n
lu_0994,coherence,coh};e,ueb_g2_decode,coh};e
lu_0995,Congo,",3go",ueb_g2_decode,",3go"
lu_0996,congratulate,3gratulate,ueb_g2_decode,3gratulate
lu_0997,congruity,3gru;y,ueb_g2_decode,3gru;y
lu_0998,dancer,d.er,ueb_g2_decode,d.er
lu_0999,dispirited,di_s$,ueb_g2_decode,di_s$
lu_1000,distinct,4t9ct,ueb_g2_decode,4t9ct
lu_1001,disturbed,4turb$,ueb_g2_decode,4turb$
lu_1002,happiness,happi;s,ueb_g2_decode,happi;s
lu_1003,meander,me&},ueb_g2_decode,me&}
lu_1004,named,"""nd",ueb_g2_decode,"""nd"
lu_1005,oneness,"""o;s",ueb_g2_decode,"""o;s"
lu_1006,thence,?;e,ueb_g2_decode,?;e
lu_1007,timer,"""tr",ueb_g2_decode,"""tr"
lu_1008,vengeance,v5ge.e,ueb_g2_decode,v5ge.e
lu_1009,wither,)},ueb_g2_decode,)}
lu_1010,afford,af=d,ueb_g2_decode,af=d
lu_1011,bathed,ba!d,ueb_g2_decode,ba!d
lu_1012,calisthenics,calis!nics,ueb_g2_decode,calis!nics
lu_1013,coffee,c(fee,ueb_g2_decode,c(fee
lu_1014,effort,ef=t,ueb_g2_decode,ef=t
lu_1015,gathered,ga!r$,ueb_g2_decode,ga!r$
lu_1016,Leander,Le&},ueb_g2_decode,Le&}
lu_1017,offer,(f},ueb_g2_decode,(f}
lu_1018,office,(fice,ueb_g2_decode,(fice
lu_1019,other,o!r,ueb_g2_decode,o!r
lu_1020,Parthenon,P>!non,ueb_g2_decode,P>!non
lu_1021,proffer,pr(f},ueb_g2_decode,pr(f}
lu_1022,slithered,sli!r$,ueb_g2_decode,sli!r$
lu_1023,theatre,!atre,ueb_g2_decode,!atre
lu_1024,then,!n,ueb_g2_decode,!n
lu_1025,weathered,w1!r$,ueb_g2_decode,w1!r$
lu_1026,thence,?;e,ueb_g2_decode,?;e
lu_1027,beatitude,2atitude,ueb_g2_decode,2atitude
lu_1028,Beatrix,",2atrix",ueb_g2_decode,",2atrix"
lu_1029,bedraggled,2dra7l$,ueb_g2_decode,2dra7l$
lu_1030,benevolence,2nevol;e,ueb_g2_decode,2nevol;e
lu_1031,benighted,2ni<t$,ueb_g2_decode,2ni<t$
lu_1032,benign,2nign,ueb_g2_decode,2nign
lu_1033,berated,2rat$,ueb_g2_decode,2rat$
lu_1034,congee,3gee,ueb_g2_decode,3gee
lu_1035,congenial,3g5ial,ueb_g2_decode,3g5ial
lu_1036,dishonesty,"4h""o/y",ueb_g2_decode,"4h""o/y"
lu_1037,distance,4t.e,ueb_g2_decode,4t.e
lu_1038,beach,b1*,ueb_g2_decode,b1*
lu_1039,beautiful,b1uti;l,ueb_g2_decode,b1uti;l
lu_1040,benefit,b5efit,ueb_g2_decode,b5efit
lu_1041,benzene,b5z5e,ueb_g2_decode,b5z5e
lu_1042,berth,b}?,ueb_g2_decode,b}?
lu_1043,dish,di%,ueb_g2_decode,di%
lu_1044,dishevelled,di%evell$,ueb_g2_decode,di%evell$
lu_1045,bacchanal,bac*anal,ueb_g2_decode,bac*anal
lu_1046,bear,be>,ueb_g2_decode,be>
lu_1047,fear,fe>,ueb_g2_decode,fe>
lu_1048,heart,he>t,ueb_g2_decode,he>t
lu_1049,nearly,ne>ly,ueb_g2_decode,ne>ly
lu_1050,nuclear,nucle>,ueb_g2_decode,nucle>
lu_1051,saccharine,sac*>9e,ueb_g2_decode,sac*>9e
lu_1052,sting,/+,ueb_g2_decode,/+
lu_1053,egghead,e7h1d,ueb_g2_decode,e7h1d
lu_1054,Clemenceau,Clem;eau,ueb_g2_decode,Clem;eau
lu_1055,commenced,comm;ed,ueb_g2_decode,comm;ed
lu_1056,experienced,exp}i;ed,ueb_g2_decode,exp}i;ed
lu_1057,influenceable,9flu;eable,ueb_g2_decode,9flu;eable
lu_1058,silenceable,sil;eable,ueb_g2_decode,sil;eable
lu_1059,silencer,sil;er,ueb_g2_decode,sil;er
lu_1060,Spencer,Sp;er,ueb_g2_decode,Sp;er
lu_1061,adhered,adh}$,ueb_g2_decode,adh}$
lu_1062,adherent,adh}5t,ueb_g2_decode,adh}5t
lu_1063,adherer,adh}},ueb_g2_decode,adh}}
lu_1064,cohered,coh}$,ueb_g2_decode,coh}$
lu_1065,component,compon5t,ueb_g2_decode,compon5t
lu_1066,effulgent,e6ulg5t,ueb_g2_decode,e6ulg5t
lu_1067,heredity,h}$;y,ueb_g2_decode,h}$;y
lu_1068,onerous,on}|s,ueb_g2_decode,on}|s
lu_1069,opponent,oppon5t,ueb_g2_decode,oppon5t
lu_1070,Parthian,P>?ian,ueb_g2_decode,P>?ian
lu_1071,poisoned,poison$,ueb_g2_decode,poison$
lu_1072,prisoner,prison},ueb_g2_decode,prison}
lu_1073,shadow,%ad{,ueb_g2_decode,%ad{
lu_1074,sooner,soon},ueb_g2_decode,soon}
lu_1075,stoned,/on$,ueb_g2_decode,/on$
lu_1076,telephoned,telephon$,ueb_g2_decode,telephon$
lu_1077,Thaddeus,",?addeus",ueb_g2_decode,",?addeus"
lu_1078,toner,ton},ueb_g2_decode,ton}
lu_1079,advanced,adv.ed,ueb_g2_decode,adv.ed
lu_1080,apartheid,"a""pheid",ueb_g2_decode,"a""pheid"
lu_1081,asthma,as?ma,ueb_g2_decode,as?ma
lu_1082,dishevelled,di%evell$,ueb_g2_decode,di%evell$
lu_1083,gingham,g+ham,ueb_g2_decode,g+ham
lu_1084,hypotheses,hypo!ses,ueb_g2_decode,hypo!ses
lu_1085,isthmus,is?mus,ueb_g2_decode,is?mus
lu_1086,posthumous,po/hum|s,ueb_g2_decode,po/hum|s
lu_1087,stronghold,/r;ghold,ueb_g2_decode,/r;ghold
lu_1088,towhee,t{hee,ueb_g2_decode,t{hee
lu_1089,where'er,:}e'},ueb_g2_decode,:}e'}
lu_1090,whereas,""":as",ueb_g2_decode,""":as"
lu_1091,wherever,":}""e",ueb_g2_decode,":}""e"
lu_1092,chemotherapy,*emo!rapy,ueb_g2_decode,*emo!rapy
lu_1093,chlordane,*lordane,ueb_g2_decode,*lordane
lu_1094,whaddaya,:addaya,ueb_g2_decode,:addaya
lu_1095,enough–bein',"5,-2in'",ueb_g2_decode,"5,-2in'"
lu_1096,in.....,in44444,ueb_g2_decode,in44444
lu_1097,IN MY HOUSE,",,,9 my h|se,'",ueb_g2_decode,",,,9 my h|se,'"
lu_1098,Airedale,Airedale,ueb_g2_decode,Airedale
lu_1099,Bighorn,Bighorn,ueb_g2_decode,Bighorn
lu_1100,blowhard,bl{h>d,ueb_g2_decode,bl{h>d
lu_1101,bottleneck,bottleneck,ueb_g2_decode,bottleneck
lu_1102,carthorse,c>thorse,ueb_g2_decode,c>thorse
lu_1103,cowherd,c{h}d,ueb_g2_decode,c{h}d
lu_1104,dumbbell,dumbbell,ueb_g2_decode,dumbbell
lu_1105,egghead,e7h1d,ueb_g2_decode,e7h1d
lu_1106,fathead,fath1d,ueb_g2_decode,fath1d
lu_1107,flearidden,fl1ridd5,ueb_g2_decode,fl1ridd5
lu_1108,grasshopper,grasshopp},ueb_g2_decode,grasshopp}
lu_1109,hideaway,hideaway,ueb_g2_decode,hideaway
lu_1110,indiarubber,9diaru2},ueb_g2_decode,9diaru2}
lu_1111,insofar,9sof>,ueb_g2_decode,9sof>
lu_1112,Jamestown,Jamest{n,ueb_g2_decode,Jamest{n
lu_1113,kettledrum,kettledrum,ueb_g2_decode,kettledrum
lu_1114,longhand,l;gh&,ueb_g2_decode,l;gh&
lu_1115,northeast,nor?1/,ueb_g2_decode,nor?1/
lu_1116,painstaking,pa9stak+,ueb_g2_decode,pa9stak+
lu_1117,photoflash,photofla%,ueb_g2_decode,photofla%
lu_1118,pineapple,p9eapple,ueb_g2_decode,p9eapple
lu_1119,rawhide,rawhide,ueb_g2_decode,rawhide
lu_1120,Southend,S|?5d,ueb_g2_decode,S|?5d
lu_1121,stateroom,/ateroom,ueb_g2_decode,/ateroom
lu_1122,storeroom,/oreroom,ueb_g2_decode,/oreroom
lu_1123,stronghold,/r;ghold,ueb_g2_decode,/r;ghold
lu_1124,sweetheart,sweethe>t,ueb_g2_decode,sweethe>t
lu_1125,tearoom,t1room,ueb_g2_decode,t1room
lu_1126,toenail,toenail,ueb_g2_decode,toenail
lu_1127,wiseacre,wiseacre,ueb_g2_decode,wiseacre
lu_1128,Cunnyngham,Cunnyngham,ueb_g2_decode,Cunnyngham
lu_1129,knighthood,kni<thood,ueb_g2_decode,kni<thood
lu_1130,mishandle,mish&le,ueb_g2_decode,mish&le
lu_1131,mishap,mishap,ueb_g2_decode,mishap
lu_1132,mishear,mishe>,ueb_g2_decode,mishe>
lu_1133,Newhaven,Newhav5,ueb_g2_decode,Newhav5
lu_1134,shanghaied,%anghai$,ueb_g2_decode,%anghai$
lu_1135,Sontheim,Sontheim,ueb_g2_decode,Sontheim
lu_1136,stronghold,/r;ghold,ueb_g2_decode,/r;ghold
lu_1137,Brigham,Bri<am,ueb_g2_decode,Bri<am
lu_1138,Chatham,",*a?am",ueb_g2_decode,",*a?am"
lu_1139,Higham,Hi<am,ueb_g2_decode,Hi<am
lu_1140,bedazzle,2dazzle,ueb_g2_decode,2dazzle
lu_1141,bedevil,2devil,ueb_g2_decode,2devil
lu_1142,benighted,2ni<t$,ueb_g2_decode,2ni<t$
lu_1143,benumb,2numb,ueb_g2_decode,2numb
lu_1144,berate,2rate,ueb_g2_decode,2rate
lu_1145,bereave,2r1ve,ueb_g2_decode,2r1ve
lu_1146,congeal,3g1l,ueb_g2_decode,3g1l
lu_1147,congruent,3gru5t,ueb_g2_decode,3gru5t
lu_1148,disharmony,4h>mony,ueb_g2_decode,4h>mony
lu_1149,dishonest,"4h""o/",ueb_g2_decode,"4h""o/"
lu_1150,preamplifier,preamplifi},ueb_g2_decode,preamplifi}
lu_1151,readjust,readju/,ueb_g2_decode,readju/
lu_1152,reappoint,reappo9t,ueb_g2_decode,reappo9t
lu_1153,reassure,reassure,ueb_g2_decode,reassure
lu_1154,abbreviate,a2reviate,ueb_g2_decode,a2reviate
lu_1155,accent,a35t,ueb_g2_decode,a35t
lu_1156,affect,a6ect,ueb_g2_decode,a6ect
lu_1157,aggressive,a7ressive,ueb_g2_decode,a7ressive
lu_1158,aqueduct,aqu$uct,ueb_g2_decode,aqu$uct
lu_1159,arise,>ise,ueb_g2_decode,>ise
lu_1160,Benedict,B5$ict,ueb_g2_decode,B5$ict
lu_1161,deduce,d$uce,ueb_g2_decode,d$uce
lu_1162,denominate,d5om9ate,ueb_g2_decode,d5om9ate
lu_1163,denote,d5ote,ueb_g2_decode,d5ote
